,movies_title,director,vote_average,release_year,budget,revenue
8626,Diabolique,Jeremiah S. Chechik,5.0,1996,0,0
8627,Alaska,Fraser Clarke Heston,5.2,1996,31974984,0
8628,Silent Trigger,Russell Mulcahy,4.6,1996,20853251,106187
8629,Dunston Checks In,Ken Kwapis,5.5,1996,0,0
8630,Titanic,Robert Lieberman,6.1,1996,18072817,0
8631,The Pallbearer,Matt Reeves,4.4,1996,11121733,0
8632,The Dentist,Brian Yuzna,4.9,1996,3475541,0
8633,Irma Vep,Olivier Assayas,6.8,1996,0,0
8634,Citizen Ruth,Alexander Payne,7.0,1996,4170650,212918
8635,Leprechaun 4: In Space,Brian Trenchard-Smith,4.1,1996,0,0
8636,Tromeo & Juliet,Lloyd Kaufman,5.3,1996,486575,0
8637,Celtic Pride,Tom DeCerchio,5.0,1996,0,0
8638,The Pillow Book,Peter Greenaway,6.6,1996,0,0
8639,Waiting for Guffman,Christopher Guest,7.4,1996,0,0
8640,Daai laap mat taam 008,Stephen Chow|Vincent Kok,7.2,1996,0,0
8641,Un hÃ©ros trÃ¨s discret,Jacques Audiard,6.1,1996,0,0
8642,Crossworlds,Krishna Rao,4.8,1996,0,0
8643,Sometimes They Come Back... Again,Adam Grossman,4.0,1996,4170650,0
8644,Harriet the Spy,Bronwen Hughes,5.5,1996,16682600,0
8645,SubUrbia,Richard Linklater,6.0,1996,0,0
8646,Emma,Diarmuid Lawrence,6.6,1996,0,0
8647,Loch Ness,John Henderson,5.3,1996,0,0
8648,Ed,Bill CouturiÃ©,3.8,1996,0,0
8649,Ghosts of Mississippi,Rob Reiner,5.9,1996,0,0
8650,Sabrina the Teenage Witch,Tibor TakÃ¡cs,5.2,1996,0,0
8651,Mystery Science Theater 3000: The Movie,Jim Mallon,7.0,1996,0,0
8652,Joe's Apartment,John Payson,4.8,1996,18072817,6421430
8653,Bad Moon,Eric Red,6.0,1996,9731517,1529238
8654,Mrs. Winterbourne,Richard Benjamin,5.2,1996,34755418,13999482
8655,Bogus,Norman Jewison,5.3,1996,44486935,0
8656,Paradise Lost: The Child Murders at Robin Hood Hills,Joe Berlinger|Bruce Sinofsky,7.9,1996,0,0
8657,When We Were Kings,Leon Gast,7.0,1996,0,3706481
8658,Il ciclone,Leonardo Pieraccioni,6.6,1996,0,0
8659,Bernie,Albert Dupontel,7.3,1996,0,0
8660,A Thin Line Between Love and Hate,Martin Lawrence,6.3,1996,0,0
8661,Gladiator,Ridley Scott,7.7,2000,130428087,579506463
8662,Memento,Christopher Nolan,7.9,2000,11396629,50301043
8663,How the Grinch Stole Christmas,Ron Howard,6.1,2000,155753930,437049836
8664,Cast Away,Robert Zemeckis,7.3,2000,113966290,544039793
8665,Snatch,Guy Ritchie,7.5,2000,12662921,105808674
8666,Mission: Impossible II,John Woo,5.8,2000,158286514,691886948
8667,Bedazzled,Harold Ramis,5.3,2000,60782021,114451543
8668,Scary Movie,Keenen Ivory Wayans,5.9,2000,24059550,352054243
8669,The Emperor's New Groove,Mark Dindal,6.9,2000,126629211,214418314
8670,What Women Want,Nancy Meyers,6.0,2000,88640448,473734704
8671,Dinosaur,Ralph Zondag|Eric Leighton,6.1,2000,161452244,448581528
8672,Charlie's Angels,McG,5.5,2000,116498874,334434768
8673,Chicken Run,Peter Lord|Nick Park,6.3,2000,56983145,284706235
8674,The Patriot,Roland Emmerich,6.7,2000,139292132,272625527
8675,Final Destination,James Wong,6.2,2000,29124718,67496299
8676,Coyote Ugly,David McNally,6.0,2000,56983145,144251532
8677,Romeo Must Die,Andrzej Bartkowiak,5.8,2000,31657302,115279131
8678,U-571,Jonathan Mostow,6.1,2000,78510111,161662974
8679,Billy Elliot,Stephen Daldry,7.1,2000,6331460,139292132
8680,Gone In Sixty Seconds,Dominic Sena,6.0,2000,113966290,300367400
8681,Erin Brockovich,Steven Soderbergh,6.9,2000,65847189,324514308
8682,Meet the Parents,Jay Roach,6.5,2000,69646066,418438688
8683,"O Brother, Where Art Thou?",Joel Coen,7.2,2000,32923594,89906740
8684,Pitch Black,David Twohy,6.6,2000,29124718,67351113
8685,Boiler Room,Ben Younger,6.5,2000,32923594,36444209
8686,The Road to El Dorado,Don Michael Paul|Bibo Bergeron,6.8,2000,120297750,96786159
8687,Miss Congeniality,Donald Petrie,6.1,2000,56983145,268453928
8688,Frequency,Gregory Hoblit,6.8,2000,39255055,86242400
8689,Requiem for a Dream,Darren Aronofsky,7.7,2000,5698314,9358035
8690,Pay It Forward,Mimi Leder,6.8,2000,50651684,70541855
8691,Joseph: King of Dreams,Rob LaDuca|Robert C. Ramirez,6.4,2000,0,0
8692,Hollow Man,Paul Verhoeven,5.3,2000,120297750,240865798
8693,Big Momma's House,Raja Gosnell,5.7,2000,37988763,220283464
8694,American Psycho,Mary Harron,7.1,2000,8864044,43391479
8695,Dancer in the Dark,Lars von Trier,7.4,2000,16208539,50692052
8696,Road Trip,Todd Phillips,5.7,2000,20260673,151643897
8697,Remember the Titans,Boaz Yakin,7.3,2000,37988763,173110594
8698,The Gift,Sam Raimi,6.2,2000,12662921,15206448
8699,The Legend of Bagger Vance,Robert Redford,6.2,2000,101303369,49967161
8700,Traffic,Steven Soderbergh,6.6,2000,60782021,262775526
8701,"Dude, Whereâ€™s My Car?",Danny Leiner,5.1,2000,16461797,92668172
8702,The Family Man,Brett Ratner,6.4,2000,75977526,157963714
8703,The Land Before Time VII: The Stone of Cold Fire,Charles Grosvenor,6.1,2000,0,0
8704,The 6th Day,Roger Spottiswoode,5.5,2000,103835953,121672281
8705,The Skulls,Rob Cohen,5.9,2000,18994381,44329315
8706,For the Birds,Ralph Eggleston,7.7,2000,0,0
8707,"Me, Myself & Irene",Peter Farrelly|Bobby Farrelly,5.9,2000,64580897,189020688
8708,Shanghai Noon,Tom Dey,6.1,2000,69646066,72092928
8709,Unbreakable,M. Night Shyamalan,6.7,2000,94971908,314190020
8710,Space Cowboys,Clint Eastwood,6.2,2000,82308987,163204960
8711,The Whole Nine Yards,Jonathan Lynn,6.0,2000,52297864,134697582
8712,Almost Famous,Cameron Crowe,7.3,2000,75977526,60001591
8713,Bring It On,Peyton Reed,5.7,2000,35456179,114536031
8714,Chocolat,Lasse HallstrÃ¶m,6.6,2000,31657302,193109981
8715,High Fidelity,Stephen Frears,7.0,2000,37988763,59675655
8716,Red Planet,Antony Hoffman,5.3,2000,101303369,42375160
8717,Mission to Mars,Brian De Palma,5.6,2000,113966290,77085044
8718,The Cell,Tarsem Singh,5.7,2000,41787639,131891722
8719,Shaft,John Singleton,5.3,2000,58249437,135742080
8720,An Extremely Goofy Movie,Douglas McCarthy,6.0,2000,0,0
8721,Get Carter,Stephen T. Kay,5.3,2000,80536178,24582519
8722,The Replacements,Howard Deutch,5.8,2000,0,0
8723,The Watcher,Joe Charbanic,4.7,2000,41787639,0
8724,The Flintstones in Viva Rock Vegas,Brian Levant,4.4,2000,105102245,75304207
8725,2001: A Space Travesty,Allan A. Goldstein,4.5,2000,32923594,0
8726,Thirteen Days,Roger Donaldson,6.6,2000,101303369,43771597
8727,The Beach,Danny Boyle,6.2,2000,50651684,182418082
8728,The Way of the Gun,Christopher McQuarrie,6.0,2000,0,24218344
8729,Batman Beyond: Return of the Joker,Curt Geda,7.6,2000,0,0
8730,The Perfect Storm,Wolfgang Petersen,5.9,2000,151955053,412503060
8731,Beethoven's 3rd,David M. Evans,4.4,2000,0,0
8732,Little Nicky,Steven Brill,5.2,2000,107634829,0
8733,The Yards,James Gray,5.8,2000,0,0
8734,Titan A.E.,Don Bluth|Gary Goldman,6.1,2000,94971908,46542103
8735,28 Days,Betty Thomas,6.0,2000,54450560,0
8736,Scream 3,Wes Craven,5.6,2000,50651684,204929467
8737,Takedown,Joe Chappelle,6.3,2000,0,0
8738,Vertical Limit,Martin Campbell,6.0,2000,94971908,273093444
8739,Reindeer Games,John Frankenheimer,5.2,2000,53184268,40735313
8740,DragonHeart: A New Beginning,Doug Lefler,5.7,2000,0,0
8741,Small Time Crooks,Woody Allen,6.2,2000,0,0
8742,Buzz Lightyear of Star Command: The Adventure Begins,Tad Stones,5.5,2000,0,0
8743,The Tigger Movie,Jun Falkenstein,6.5,2000,37988763,57685345
8744,Next Friday,Steve Carr,6.6,2000,13929213,75758873
8745,Dracula 2000,Patrick Lussier,4.7,2000,35456179,41788066
8746,The Weight of Water,Kathryn Bigelow,5.1,2000,20260673,138190
8747,Best in Show,Christopher Guest,6.7,2000,0,0
8748,Vatel,Roland JoffÃ©,5.1,2000,44320224,0
8749,Urban Legends: Final Cut,John Ottman,4.3,2000,17728089,48846410
8750,Men of Honor,"George Tillman, Jr.",7.0,2000,40521347,61813934
8751,What Lies Beneath,Robert Zemeckis,6.1,2000,126629211,196863281
8752,Rules of Engagement,William Friedkin,5.8,2000,75977526,89906740
8753,Finding Forrester,Gus Van Sant,6.9,2000,54450560,101366384
8754,Tigerland,Joel Schumacher,6.4,2000,12662921,0
8755,Chain of Fools,Pontus LÃ¶wenhielm|Patrick von Krusenstjerna,6.1,2000,25325842,0
8756,Digimon: The Movie,Mamoru Hosoda|Shigeyasu Yamauchi,6.0,2000,6964606,0
8757,Boys and Girls,Robert Iscove,5.3,2000,20260673,26120278
8758,Ginger Snaps,John Fawcett,6.4,2000,6331460,0
8759,102 Dalmatians,Kevin Lima,5.0,2000,107634829,232506137
8760,Nutty Professor II: The Klumps,Peter Segal,4.8,2000,106368537,156143878
8761,Our Lips Are Sealed,Craig Shapiro,5.4,2000,0,0
8762,Keeping the Faith,Edward Norton,5.7,2000,37988763,46898399
8763,Casper's Haunted Christmas,Owen Hurley,5.4,2000,0,0
8764,Lost Souls,Janusz Kaminski,4.2,2000,0,0
8765,Supernova,Walter Hill|Jack Sholder,4.7,2000,113966290,18776682
8766,The 10th Kingdom,David Carson|Herbert Wise,7.3,2000,0,0
8767,Cruel Intentions 2,Roger Kumble,4.5,2000,0,0
8768,Frank Herbert's Dune,John Harrison,6.5,2000,25325842,0
8769,Bounce,Don Roos,5.2,2000,44320224,46573332
8770,The Contender,Rod Lurie,6.4,2000,11396629,0
8771,Loser,Amy Heckerling,5.2,2000,0,0
8772,Where the Heart Is,Matt Williams,6.6,2000,0,0
8773,Nurse Betty,Neil LaBute,5.5,2000,30391010,0
8774,Proof of Life,Taylor Hackford,5.8,2000,82308987,0
8775,The Art of War,Christian Duguay,5.7,2000,50651684,38240888
8776,Whatever It Takes,David Raynr,5.0,2000,18994381,12538970
8777,Wonder Boys,Curtis Hanson,6.4,2000,44320224,0
8778,The Kid,Jon Turteltaub,5.9,2000,82308987,88260560
8779,Chopper,Andrew Dominik,6.7,2000,0,299079
8780,Rugrats In Paris,Stig Bergqvist,5.8,2000,0,0
8781,Highlander: Endgame,Douglas Aarniokoski,4.3,2000,31657302,20062635
8782,Love & Basketball,Gina Prince-Bythewood,7.3,2000,25325842,35111897
8783,Kevin and Perry Go Large,Ed Bye,4.7,2000,0,0
8784,100 Girls,Michael Davis,5.7,2000,0,0
8785,Woman on Top,Fina Torres,5.3,2000,10130336,0
8786,Sexy Beast,Jonathan Glazer,6.8,2000,6331460,0
8787,Bless the Child,Chuck Russell,4.6,2000,50651684,0
8788,Gossip,Davis Guggenheim,5.3,2000,17728089,6469258
8789,Quills,Philip Kaufman,6.4,2000,17094943,8941131
8790,The Million Dollar Hotel,Wim Wenders,5.5,2000,10130336,0
8791,The Next Best Thing,John Schlesinger,3.6,2000,31657302,30850386
8792,Fail Safe,Stephen Frears,6.3,2000,0,0
8793,Dungeons & Dragons,Courtney Solomon,3.9,2000,44320224,19228950
8794,The Crow: Salvation,Bharat Nalluri,4.9,2000,12662921,0
8795,The Ladies Man,Reginald Hudlin,5.4,2000,30391010,17348201
8796,Animal Factory,Steve Buscemi,6.4,2000,0,0
8797,Hamlet,Michael Almereyda,5.0,2000,2532584,1986494
8798,Under Suspicion,Stephen Hopkins,6.0,2000,31657302,329947
8799,Ready to Rumble,Brian Robbins,4.4,2000,30391010,15667085
8800,Ordinary Decent Criminal,Thaddeus O'Sullivan,5.8,2000,0,0
8801,Center Stage,Nicholas Hytner,7.0,2000,22793258,21781395
8802,Before Night Falls,Julian Schnabel,5.5,2000,0,10794550
8803,Python,Richard Clabaugh,3.5,2000,0,0
8804,Return to Me,Bonnie Hunt,5.5,2000,30391010,46358947
8805,Nuremberg,Yves Simoneau,6.5,2000,30391010,0
8806,Book of Shadows: Blair Witch 2,Joe Berlinger,4.3,2000,0,0
8807,Down to You,Kris Isacsson,4.7,2000,11396629,0
8808,Saving Grace,Nigel Cole,6.2,2000,12662921,33342081
8809,The Broken Hearts Club: A Romantic Comedy,Greg Berlanti,5.8,2000,1266292,2209499
8810,PokÃ©mon: Mewtwo Returns,Masamitsu Hidaka,5.9,2000,0,0
8811,Blood: The Last Vampire,Hiroyuki Kitakubo,6.7,2000,0,0
8812,Duets,Bruce Paltrow,5.3,2000,0,0
8813,What Planet Are You From?,Mike Nichols,5.4,2000,75977526,0
8814,Alvin and the Chipmunks Meet the Wolfman,Kathi Castillo,6.4,2000,0,0
8815,Drowning Mona,Nick Gomez,4.5,2000,20260673,19535331
8816,Heavy Metal 2000,Michael Coldewey|Michel Lemire,5.3,2000,18994381,0
8817,Gun Shy,Eric Blakeney,5.1,2000,12662921,2066384
8818,Hellraiser: Inferno,Scott Derrickson,5.3,2000,2532584,0
8819,Crocodile,Tobe Hooper,5.3,2000,0,0
8820,Shriek If You Know What I Did Last Friday the Thirteenth,John Blanchard,5.1,2000,6331460,0
8821,Psycho Beach Party,Robert Lee King,5.3,2000,1899438,0
8822,I Dreamed of Africa,Hugh Hudson,5.0,2000,43053931,0
8823,Happy Accidents,Brad Anderson,6.3,2000,0,871854
8824,Father and Daughter,Michael Dudok de Wit,6.9,2000,0,0
8825,Bait,Antoine Fuqua,6.2,2000,44320224,0
8826,X-Men,Bryan Singer,6.6,2000,94971908,199187391
8827,Girlfight,Karyn Kusama,6.3,2000,0,0
8828,If These Walls Could Talk 2,Jane Anderson|Martha Coolidge|Anne Heche,5.7,2000,0,0
8829,Skipped Parts,Tamra Davis,6.7,2000,0,0
8830,The Prophecy 3: The Ascent,Patrick Lussier,4.7,2000,0,0
8831,Juste une question d'amour,Christian Faure,7.5,2000,0,0
8832,Cecil B. Demented,John Waters,5.6,2000,12662921,0
8833,Jet Set,Fabien Onteniente,3.9,2000,0,0
8834,Nico and Dani,Cesc Gay,4.8,2000,0,0
8835,Dr. T and the Women,Robert Altman,4.4,2000,15195505,0
8836,Autumn in New York,Joan Chen,5.8,2000,82308987,0
8837,The Golden Bowl,James Ivory,5.8,2000,18994381,0
8838,The Man Who Cried,Sally Potter,5.5,2000,0,0
8839,Dave Chappelle: Killin' Them Softly,Stan Lathan,8.5,2000,0,0
8840,The Dish,Rob Sitch,6.2,2000,0,0
8841,About Adam,Gerard Stembridge,5.1,2000,0,191917
8842,The Filth and the Fury,Julien Temple,7.0,2000,0,0
8843,Cherry Falls,Geoffrey Wright,4.3,2000,0,0
8844,"Love, Honour and Obey",Dominic Anciano|Ray Burdis,6.4,2000,0,0
8845,Le goÃ»t des autres,AgnÃ¨s Jaoui,6.4,2000,0,0
8846,Jalla! Jalla!,Josef Fares,6.1,2000,0,0
8847,Essex Boys,Terry Winsor,5.5,2000,0,0
8848,Here On Earth,Mark Piznarski,6.1,2000,0,0
8849,Timecode,Mike Figgis,5.5,2000,5065168,0
8850,Lucky Numbers,Nora Ephron,4.6,2000,82308987,0
8851,Snow Day,Chris Koch,4.6,2000,0,0
8852,My Dog Skip,Jay Russell,6.1,2000,8864044,0
8853,Bruiser,George A. Romero,5.0,2000,6331460,0
8854,Quints,Bill Corcoran,5.1,2000,0,0
8855,The Up in Smoke Tour,Philip G. Atwell,7.5,2000,0,0
8856,Life-Size,Mark Rosman,5.2,2000,0,0
8857,Leprechaun in the Hood,Rob Spera,4.6,2000,0,0
8858,Pollock,Ed Harris,6.3,2000,0,0
8859,The Little Mermaid II: Return to the Sea,Jim Kammerud,6.0,2000,0,0
8860,The Little Vampire,Uli Edel,6.4,2000,27858426,17165840
8861,John Henry,Mark Henn,7.5,2000,0,0
8862,Shadow of the Vampire,E. Elias Merhige,5.9,2000,10130336,10483653
8863,Left Behind,Vic Sarin,4.4,2000,0,0
8864,Paradise Lost 2: Revelations,Joe Berlinger|Bruce Sinofsky,6.7,2000,0,0
8865,Scooby-Doo and the Alien Invaders,Jim Stenstrum,6.1,2000,0,0
8866,The Adventures of Rocky & Bullwinkle,Des McAnuff,4.0,2000,96238200,44490945
8867,Tillsammans,Lukas Moodysson,5.9,2000,0,0
8868,The Big Kahuna,John Swanbeck,6.5,2000,8864044,4721861
8869,You Can Count on Me,Kenneth Lonergan,6.1,2000,0,0
8870,All the Pretty Horses,Billy Bob Thornton,5.5,2000,72178650,0
8871,Gangster No. 1,Paul McGuigan,5.8,2000,0,0
8872,The Audrey Hepburn Story,Steven Robman,5.3,2000,0,0
8873,Chlopaki nie placza,Olaf Lubaszenko,7.3,2000,0,0
8874,Mission Kashmir,Vidhu Vinod Chopra,5.7,2000,0,0
8875,Ð‘Ñ€Ð°Ñ‚ 2,Aleksey Balabanov,7.4,2000,1899438,0
8876,State and Main,David Mamet,5.7,2000,0,0
8877,Phantom of the Megaplex,Blair Treu,5.5,2000,0,0
8878,Mom's Got a Date With a Vampire,Steve Boyum,5.4,2000,0,0
8879,"Ali G, Aiii",James Bobin|Steve Smith,5.8,2000,0,0
8880,The World of Stainboy,Tim Burton,6.3,2000,0,0
8881,Hanging Up,Diane Keaton,5.2,2000,50651684,45634519
8882,Rejected,Don Hertzfeldt,7.0,2000,0,0
8883,The In Crowd,Mary Lambert,5.2,2000,18994381,6606876
8884,Phir Bhi Dil Hai Hindustani,Aziz Mirza,7.2,2000,0,0
8885,The Tao of Steve,Jenniphr Goodman,5.5,2000,0,0
8886,George Washington,David Gordon Green,4.9,2000,0,0
8887,Is It Fall Yet?,Karen Disher|Guy Moore,7.3,2000,0,0
8888,Blade Runner,Ridley Scott,7.7,1982,63269987,74045476
8889,E.T. the Extra-Terrestrial,Steven Spielberg,7.2,1982,23726245,1791694309
8890,The Thing,John Carpenter,7.5,1982,22596424,31144285
8891,First Blood,Ted Kotcheff,7.0,1982,33894636,282936387
8892,Cat People,Paul Schrader,6.0,1982,0,0
8893,Tron,Steven Lisberger,6.6,1982,38413920,74568199
8894,Rocky III,Sylvester Stallone,6.5,1982,38413920,280195657
8895,Poltergeist,Tobe Hooper,6.8,1982,24178173,276128301
8896,Conan the Barbarian,John Milius,6.5,1982,45192848,155579712
8897,48 Hrs.,Walter Hill,6.1,1982,2259642,178214624
8898,Star Trek II: The Wrath of Khan,Nicholas Meyer,7.0,1982,27115708,218733384
8899,Fast Times at Ridgemont High,Amy Heckerling,6.9,1982,10168390,61220220
8900,Evil Under the Sun,Guy Hamilton,6.4,1982,0,13806415
8901,The Dark Crystal,Jim Henson|Frank Oz,7.3,1982,33894636,91689512
8902,Pink Floyd: The Wall,Alan Parker,7.4,1982,0,0
8903,Gandhi,Richard Attenborough,7.1,1982,49712132,175659830
8904,Tootsie,Sydney Pollack,6.7,1982,47452490,400408633
8905,Airplane II: The Sequel,Ken Finkleman,5.7,1982,0,61350497
8906,The King of Comedy,Martin Scorsese,7.2,1982,45192848,0
8907,Night Shift,Ron Howard,6.4,1982,0,47491030
8908,Trail of the Pink Panther,Blake Edwards,5.7,1982,0,20463486
8909,Dead Men Don't Wear Plaid,Carl Reiner,6.1,1982,0,41116837
8910,Swamp Thing,Wes Craven,5.2,1982,6778927,0
8911,The Secret of NIMH,Don Bluth,7.3,1982,15817496,33139312
8912,The Snowman,Dianne Jackson|Jimmy T. Murakami,7.1,1982,0,0
8913,The Last Unicorn,"Jules Bass|Arthur Rankin, Jr.",6.7,1982,0,14587189
8914,An Officer and a Gentleman,Taylor Hackford,6.4,1982,0,293291537
8915,Tenebre,Dario Argento,6.0,1982,0,0
8916,Sophie's Choice,Alan J. Pakula,7.1,1982,27115708,67870619
8917,A Midsummer Night's Sex Comedy,Woody Allen,5.9,1982,0,0
8918,Grease 2,Patricia Birch,5.3,1982,29827279,34282110
8919,Creepshow,George A. Romero,6.7,1982,18077139,47517466
8920,Annie,John Huston,6.2,1982,112982120,128932942
8921,Koyaanisqatsi,Godfrey Reggio,7.1,1982,0,3895334
8922,Missing,Costa-Gavras,7.1,1982,0,31634993
8923,Vincent,Tim Burton,7.9,1982,135578,0
8924,The World According to Garp,George Roy Hill,5.9,1982,0,0
8925,The Sword and the Sorcerer,Albert Pyun,6.2,1982,0,0
8926,The Entity,Sidney J. Furie,6.1,1982,0,30002533
8927,Honkytonk Man,Clint Eastwood,5.2,1982,0,0
8928,The Year of Living Dangerously,Peter Weir,6.7,1982,13557854,23225903
8929,The Toy,Richard Donner,5.6,1982,0,0
8930,Friday the 13th Part III,Steve Miner,5.7,1982,9038569,82906431
8931,Class of 1984,Mark L. Lester,6.4,1982,9716462,0
8932,Halloween III: Season of the Witch,Tommy Lee Wallace,4.7,1982,5649106,32538850
8933,The Verdict,Sidney Lumet,7.0,1982,36154278,121969282
8934,The Last American Virgin,Boaz Davidson,6.6,1982,0,0
8935,Victor/Victoria,Blake Edwards,6.5,1982,0,63756834
8936,Firefox,Clint Eastwood,5.1,1982,40673563,159728119
8937,The Border,Tony Richardson,5.3,1982,49712132,0
8938,Silent Rage,Michael Miller,4.6,1982,10168390,0
8939,Amityville II: The Possession,Damiano Damiani,5.7,1982,0,28324204
8940,The Best Little Whorehouse in Texas,Colin Higgins,6.3,1982,0,0
8941,Zapped!,Robert J. Rosenthal,5.6,1982,0,0
8942,Deathtrap,Sidney Lumet,6.1,1982,0,0
8943,Fitzcarraldo,Werner Herzog,7.2,1982,0,0
8944,Death Wish 2,Michael Winner,5.6,1982,4,36
8945,The Beastmaster,Don Coscarelli,6.2,1982,0,31762726
8946,Monty Python Live at the Hollywood Bowl,Terry Hughes|Ian MacNaughton,6.2,1982,0,0
8947,Shao Lin Si,Cheung Yam-Yim,7.2,1982,0,0
8948,The Flight of Dragons,"Jules Bass|Arthur Rankin, Jr.",7.0,1982,0,0
8949,Mil gritos tiene la noche,Juan Piquer SimÃ³n,5.5,1982,0,2707833
8950,The Man from Snowy River,George T. Miller,6.2,1982,7908748,46682908
8951,White Dog,Samuel Fuller,5.7,1982,18077139,0
8952,Q,Larry Cohen,4.7,1982,0,0
8953,The Plague Dogs,Martin Rosen,7.5,1982,0,0
8954,The Draughtsman's Contract,Peter Greenaway,6.0,1982,0,0
8955,Ren zhe wu di,Chang Cheh,7.1,1982,0,0
8956,Turkey Shoot,Brian Trenchard-Smith,5.3,1982,72308556,0
8957,Liquid Sky,Slava Tsukerman,5.0,1982,0,0
8958,Basket Case,Frank Henenlotter,5.8,1982,79087,0
8959,My Favorite Year,Richard Benjamin,6.7,1982,0,0
8960,Megaforce,Hal Needham,3.0,1982,0,0
8961,Diner,Barry Levinson,6.9,1982,0,0
8962,The Slumber Party Massacre,Amy Holden Jones,6.0,1982,0,0
8963,Oliver Twist,Clive Donner,6.0,1982,0,0
8964,Forbidden World,Allan Holzman,5.0,1982,0,0
8965,Summer Lovers,Randal Kleiser,5.4,1982,0,0
8966,Made in Britain,Alan Clarke,5.8,1982,0,0
8967,Madman,Joe Giannone,5.5,1982,0,0
8968,Vokzal dlya Dvoikh,Eldar Ryazanov,6.0,1982,0,0
8969,The Truman Show,Peter Weir,7.6,1998,80261728,353309720
8970,Armageddon,Michael Bay,6.4,1998,187277365,740815170
8971,Mulan,Tony Bancroft|Barry Cook,7.3,1998,120392592,407087824
8972,Blade,Stephen Norrington,6.3,1998,60196296,175483613
8973,The Big Lebowski,Joel Coen,7.6,1998,20065432,37106552
8974,Saving Private Ryan,Steven Spielberg,7.7,1998,93638682,644556400
8975,The Lion King 2: Simba's Pride,Darrell Rooney,6.6,1998,0,0
8976,Rush Hour,Brett Ratner,6.8,1998,44143950,326915200
8977,A Bug's Life,John Lasseter|Andrew Stanton,6.6,1998,160523456,486116613
8978,The Prince of Egypt,Brenda Chapman|Steve Hickner|Simon Wells,6.7,1998,93638682,292437871
8979,Antz,Eric Darnell|Tim Johnson,6.0,1998,80261728,229759715
8980,Species II,Peter Medak,4.4,1998,46819341,0
8981,Ronin,John Frankenheimer,6.6,1998,73573250,55662690
8982,Dark City,Alex Proyas,7.0,1998,36117777,36385739
8983,Pocahontas II: Journey to a New World,Tom Ellery|Bradley Raymond,5.0,1998,0,0
8984,Wild Things,John McNaughton,6.1,1998,26753909,89893135
8985,There's Something About Mary,Bobby Farrelly|Peter Farrelly,6.5,1998,30766995,494793021
8986,The X Files,Rob Bowman,6.3,1998,88287900,253089726
8987,American History X,Tony Kaye,8.0,1998,26753909,31937649
8988,What Dreams May Come,Vincent Ward,6.7,1998,113704114,95625218
8989,Enemy of the State,Tony Scott,6.5,1998,120392592,335293149
8990,The Man in the Iron Mask,Randall Wallace,6.1,1998,0,0
8991,Deep Impact,Mimi Leder,5.6,1998,100327160,187898944
8992,Lost in Space,Stephen Hopkins,4.9,1998,107015637,182139843
8993,The Negotiator,F. Gary Gray,6.7,1998,66884773,59591231
8994,Meet Joe Black,Martin Brest,6.8,1998,120392592,191210324
8995,Lethal Weapon 4,Richard Donner,6.1,1998,187277365,381837952
8996,I Still Know What You Did Last Summer,Danny Cannon,4.9,1998,86950205,53510643
8997,Godzilla,Roland Emmerich,5.1,1998,173900410,507005703
8998,Practical Magic,Griffin Dunne,6.2,1998,100327160,62448141
8999,Sphere,Barry Levinson,5.6,1998,100327160,17523810
9000,Six Days Seven Nights,Ivan Reitman,5.6,1998,93638682,219382056
9001,Fear and Loathing in Las Vegas,Terry Gilliam,7.1,1998,24747366,14286955
9002,Shakespeare in Love,John Madden,6.7,1998,33442386,387019102
9003,The Mask of Zorro,Martin Campbell,6.1,1998,127081069,334809823
9004,The Waterboy,Frank Coraci,5.8,1998,30766995,248800182
9005,A Perfect Murder,Andrew Davis,6.3,1998,80261728,171276344
9006,Pi,Darren Aronofsky,6.9,1998,80261,4308920
9007,City of Angels,Brad Silberling,6.4,1998,73573250,265780176
9008,The Parent Trap,Nancy Meyers,6.7,1998,0,0
9009,The Thin Red Line,Terrence Malick,6.8,1998,69560164,131263461
9010,Jack Frost,Troy Miller,5.4,1998,36117777,0
9011,Small Soldiers,Joe Dante,6.1,1998,53507818,73148595
9012,Doctor Dolittle,Betty Thomas,5.3,1998,94976378,393893266
9013,Star Trek: Insurrection,Jonathan Frakes,6.2,1998,93638682,157848065
9014,You've Got Mail,Nora Ephron,6.2,1998,86950205,335522777
9015,U.S. Marshals,Stuart Baird,6.1,1998,80261728,136936413
9016,Elizabeth,Shekhar Kapur,6.8,1998,40130864,109892541
9017,Out of Sight,Steven Soderbergh,6.3,1998,64209382,103999894
9018,The Wedding Singer,Frank Coraci,6.4,1998,24078518,164947197
9019,Rushmore,Wes Anderson,7.5,1998,0,0
9020,EverAfter,Andy Tennant,6.8,1998,34780082,87894313
9021,Patch Adams,Tom Shadyac,6.9,1998,66884773,270606298
9022,Fallen,Gregory Hoblit,6.5,1998,0,33753118
9023,Urban Legend,Jamie Blanks,5.4,1998,18727736,97019835
9024,Quest for Camelot,Frederik Du Chau,6.8,1998,0,0
9025,Rounders,John Dahl,6.6,1998,16052345,30662519
9026,Les MisÃ©rables,Bille August,6.7,1998,0,18856584
9027,Disturbing Behavior,David Nutter,5.6,1998,20065432,23419526
9028,Babe: Pig in the City,George Miller,5.1,1998,120392592,92477375
9029,Babylon 5: Thirdspace,JesÃºs Salvador TreviÃ±o,6.2,1998,0,0
9030,"Lock, Stock and Two Smoking Barrels",Guy Ritchie,7.3,1998,1805888,5213760
